Company,Category,Segment,Sub_Segment,Account_Type,HQ,Key_Locations,Sales_Rs_Cr,Employees,Total_Logistics_Spend_Rs_Cr,Priority
Taiyo Nippon Sanso,Chemicals & Petrochemicals,Industrial Gases,Electronics,Penetration,Bangalore,"Karnataka, Tamil Nadu",400.0,300.0,17.0,
MP State Mining Corp,Mining & Minerals,Industrial Minerals,Multi,Penetration,Bhopal,"Katni, Satna, Chhindwara",500.0,2000.0,17.0,
Calumet India,Energy & Fuel,Lubricants,White Oils,Penetration,,Import/,400.0,50.0,17.0,
Himachal Wire Industries,Steel & Metals,Steel Wire Products,GI Wire,Penetration,Chandigarh,"Baddi (HP), Parwanoo (HP)",400.0,500.0,17.0,
Atlas Copco Wire,Steel & Metals,Steel Wire Products,Welding,Penetration,Pune,Pune (MH),400.0,250.0,17.0,
Besco Ltd,Steel & Metals,Steel Railways,Castings,Penetration,Kolkata,Howrah (WB),400.0,600.0,17.0,
Verka (Punjab Dairy),Agriculture & Food,Animal Feed,Cattle,Penetration,Chandigarh,"Mohali, Ludhiana",800.0,500.0,17.0,
Gujarat Industries Power,Mining & Minerals,Industrial Minerals,Lignite,Penetration,Baroda,"Kutch, Bhavnagar",600.0,1000.0,17.0,
Steel Authority Wire,Steel & Metals,Steel Wire Products,Nails,Penetration,Delhi,"Bokaro (JH), Rourkela (OD)",400.0,500.0,17.0,
Sarda Mines,Energy & Fuel,Coal Fuel,Mining,Penetration,Raipur,"Chhattisgarh, Odisha",2500.0,1000.0,17.0,
Shivam Bitumen,Energy & Fuel,Bitumen,Trading/PMB,Penetration,Ahmedabad,"Ahmedabad, Mumbai, Delhi",400.0,250.0,17.0,
Dutron Polymers,Building & Construction,Pipes Fittings,PVC,Expansion,Rajkot,"Rajkot (GJ), Dholka",500.0,600.0,17.0,
Kabra Extrusion,Building & Construction,Pipes Fittings,PVC Machinery,Penetration,Mumbai,"Mumbai, Ahmedabad",500.0,600.0,17.0,
Goa Carbon,Chemicals & Petrochemicals,Graphite Carbon,CPC,Penetration,Mumbai,"Goa, Paradeep",1000.0,400.0,17.0,
Ramco Cement (Buyer),Building & Construction,Gypsum Plaster,Buyer,Penetration,Chennai,Tamil Nadu,0.0,0.0,17.0,
Biltech Building Products,Building & Construction,Blocks Bricks,AAC,Expansion,Kolkata,"Howrah (WB), Haldia",350.0,500.0,17.0,
Associated Soapstone,Mining & Minerals,Industrial Minerals,Talc,Penetration,Udaipur,"Udaipur (RJ), Bhilwara",400.0,600.0,17.0,
Bhuruka Gases,Chemicals & Petrochemicals,Industrial Gases,Atmospheric,Expansion,Bangalore,"South India (Bangalore, Hyderabad, Chennai)",400.0,450.0,17.0,
Rimjhim Ispat,Steel & Metals,Sponge Pig Iron,Sponge,Penetration,Raipur,Raipur (CG),500.0,400.0,17.0,
Ferro Alloys Corporation,Steel & Metals,Ferro Alloys,Ferro Chrome,Penetration,Secunderabad,"Garividi (AP), Shreeramnagar (OD)",500.0,700.0,17.0,
Bharat Lubricants,Energy & Fuel,Lubricants,Multi,Penetration,Delhi,"Silvassa, Alwar",400.0,350.0,17.0,
Apollo Infratech,Energy & Fuel,Bitumen,PMB,Penetration,Ahmedabad,"Ahmedabad (GJ), Delhi",400.0,300.0,17.0,
Balco (Scrap),Steel & Metals,Metal Scrap,Buyer,Penetration,Delhi,Korba (CG),600.0,200.0,17.0,
SEL Manufacturing,Steel & Metals,Steel Flats Longs,Re-roller,Penetration,Delhi,"Sikandrabad (UP), Kundli (HR)",2000.0,1000.0,17.0,
Transpek Industry,Chemicals & Petrochemicals,Specialty Chemicals,Chlorination,Penetration,Vadodara,"Vadodara (GJ), Ankleshwar (GJ)",450.0,350.0,17.0,
Bejo Sheetal,Chemicals & Petrochemicals,Agrochemicals,Seeds,Penetration,Jalna,"Jalna (MH), Bengaluru (KA)",400.0,600.0,17.0,
Asian Paints (Industrial),Energy & Fuel,Lubricants,Industrial,Penetration,Mumbai,"Rohtak, Ankleshwar",400.0,200.0,17.0,
Modiguard,Building & Construction,Glass Glazing,Processed,Penetration,Delhi,"Bangalore (KA), Delhi",400.0,300.0,17.0,
Lesso India,Building & Construction,Pipes Fittings,PVC,Penetration,,"Vadodara (GJ), Rajasthan",500.0,400.0,17.0,
Chettinad Silica,Mining & Minerals,Mining Minerals,Silica Sand,Penetration,Chennai,"Tamil Nadu, AP",600.0,800.0,17.0,
Mahindra (Scrap),Steel & Metals,Metal Scrap,Auto,Penetration,Mumbai,"Nashik, Chennai",0.0,0.0,17.0,
Vardhman Special,Steel & Metals,Steel Flats Longs,Auto,Penetration,Ludhiana,Ludhiana (PB),2000.0,1000.0,17.0,
Eneos India,Energy & Fuel,Lubricants,Premium,Penetration,,Bangalore,400.0,150.0,17.0,
Ajay Industrial Corp,Building & Construction,Pipes Fittings,PVC,Penetration,Delhi,"Delhi, Haridwar",500.0,600.0,17.0,
CLAAS India,Auto & Engineering,Two Wheelers Tractors,Tractors,Penetration,Faridabad,Faridabad (HR),800.0,400.0,17.0,
Shyam Metalics,Chemicals & Petrochemicals,Graphite Carbon,Buyer,Penetration,Kolkata,"Sambalpur, Jamuria",0.0,0.0,17.0,
Adhunik Metaliks,Steel & Metals,Steel Semi Finished,Secondary,Penetration,Kolkata,Rourkela (OD),1800.0,900.0,16.0,
Lomon Billions,Chemicals & Petrochemicals,Paints Coatings,TiO2,Penetration,,,800.0,50.0,16.0,
Somany Tiles (Stone),Building & Construction,Stone Aggregates,Processing,Penetration,Delhi,"Sikandra (UP), Morbi (GJ)",600.0,400.0,16.0,
Tata Motors (Lubes),Energy & Fuel,Lubricants,OEM,Penetration,Mumbai,"Pune, Jamshedpur",600.0,80.0,16.0,
Siegwerk India,Chemicals & Petrochemicals,Paints Coatings,Printing Inks,Penetration,Mumbai,"Bhiwadi (RJ), Silvassa",450.0,350.0,16.0,
Fosroc India,Chemicals & Petrochemicals,Adhesives Sealants,Construction,Penetration,,"Bangalore, Panvel",800.0,400.0,16.0,
Bostik India (Arkema),Chemicals & Petrochemicals,Adhesives Sealants,Construction,Penetration,Mumbai,"Chennai, Delhi",800.0,400.0,16.0,
Topworth Steel,Steel & Metals,Steel Semi Finished,Secondary,Penetration,Nagpur,"Nagpur (MH), Chandrapur (MH)",1800.0,800.0,16.0,
Classic Marble,Building & Construction,Stone Aggregates,Marble,Expansion,Kishangarh,"Kishangarh (RJ), Udaipur",500.0,600.0,16.0,
Kemin Industries,Agriculture & Food,Animal Feed,Additives,Penetration,,Chennai (TN),600.0,250.0,16.0,
GMR Energy,Building & Construction,Ash Infrastructure,Generator,Penetration,Delhi,"Warora (MH), Kamalanga (OD)",,2000.0,16.0,
Indo-American Hybrid,Agriculture & Food,Seeds Planting Material,Hybrid,Expansion,Bangalore,"Bangalore (KA), Hyderabad",1000.0,500.0,16.0,
Haworth (India),Building & Construction,Furniture Wood,Office,Penetration,,Pune (MH),500.0,300.0,16.0,
De Heus India,Agriculture & Food,Animal Feed,Multi,Penetration,,"Hyderabad, Bangalore",600.0,300.0,16.0,
HPGCL,Building & Construction,Ash Infrastructure,Generator,Penetration,Chandigarh,"Panipat, Hisar, Yamunanagar",,4000.0,16.0,
Rajasthan Minerals,Mining & Minerals,Industrial Minerals,Multi,Penetration,Udaipur,"Udaipur, Jodhpur, Bhilwara",500.0,800.0,16.0,
Jain Irrigation (Tissue),Agriculture & Food,Seeds Planting Material,TC Plants,Penetration,Jalgaon,"Jalgaon (MH), Wakod",1200.0,600.0,16.0,
Birla Corp (Buyer),Building & Construction,Gypsum Plaster,Buyer,Penetration,Kolkata,Central/East,0.0,0.0,16.0,
Madhucon Granites,Building & Construction,Stone Aggregates,Granite,Expansion,Hyderabad,"Hyderabad, Chennai",500.0,600.0,16.0,
HomeLane,Building & Construction,Furniture Wood,Modular,Penetration,Bangalore,"Bangalore, Delhi, Mumbai",500.0,800.0,16.0,
Showa Denko Carbon,Chemicals & Petrochemicals,Graphite Carbon,Electrodes,Penetration,,,1500.0,80.0,16.0,
Devans Modern Breweries,FMCG & Consumer,Beverages,Beer,Penetration,Jammu,"Jammu, Solan (HP)",400.0,600.0,15.0,
Mapei India,Chemicals & Petrochemicals,Adhesives Sealants,Construction,Penetration,,"Bangalore, Mumbai",700.0,350.0,15.0,
Tattva Chintan,Chemicals & Petrochemicals,Acids Solvents,Specialty,Penetration,Vadodara,Dahej (GJ),600.0,350.0,15.0,
Escorts Kubota (Rail),Steel & Metals,Steel Railways,Components,Penetration,Faridabad,Faridabad (HR),400.0,500.0,15.0,
East-West Seed,Agriculture & Food,Seeds Planting Material,Vegetable,Penetration,Thailand,"Aurangabad (MH), Hosur (TN)",1000.0,400.0,15.0,
Godrej Construction,Chemicals & Petrochemicals,Adhesives Sealants,Construction,Penetration,Mumbai,Pan-India,0.0,0.0,15.0,
IPL Biologicals,Chemicals & Petrochemicals,Fertilizers,Private,Penetration,Noida,"Noida (UP), Pune (MH)",400.0,500.0,15.0,
Bioseeds (DCM Shriram),Agriculture & Food,Seeds Planting Material,Hybrid,Penetration,Delhi,"Kota (RJ), Hyderabad",1000.0,400.0,15.0,
Country Delight,FMCG & Consumer,Dairy Products,D2C,Penetration,Gurugram,"Gurugram, Mumbai, Bangalore",1000.0,600.0,15.0,
Meesho,E-commerce & Retail,Ecommerce Retail,Social Commerce,Penetration,Bangalore,All metros,20000.0,2500.0,15.0,
Jupiter Solar,Energy & Fuel,Solar Renewable,Cells,Penetration,Delhi,Baddi (HP),350.0,250.0,15.0,
Godrej Properties,Building & Construction,Stone Aggregates,Real Estate,Penetration,Mumbai,Pan-India,0.0,0.0,15.0,
Indian Oil (Hydrogen),Chemicals & Petrochemicals,Industrial Gases,Hydrogen,Penetration,Delhi,All refinery locations,500.0,300.0,15.0,
TRL Krosaki,Building & Construction,Refractories,Steel,Expansion,Kolkata,"Belpahar (OD), Jharsuguda",1200.0,,15.0,
Myntra (Flipkart),E-commerce & Retail,Ecommerce Retail,Fashion,Penetration,Bangalore,"Bangalore, Delhi, Mumbai",15000.0,6000.0,15.0,
Eco Recycling (Ecoreco),Steel & Metals,Metal Scrap,E-Waste,Expansion,Mumbai,"Mumbai, Chennai, Bangalore",500.0,400.0,15.0,
Cream Bell,FMCG & Consumer,Dairy Products,Ice Cream,Penetration,Delhi,"Kosi (UP), Baddi (HP), Guwahati",1200.0,600.0,15.0,
Royal Asphalt,Energy & Fuel,Bitumen,Asphalt,Penetration,Bangalore,"Bangalore, Chennai",350.0,300.0,15.0,
Krishi Rasayan,Chemicals & Petrochemicals,Agrochemicals,Formulations,Penetration,Delhi,Panipat (HR),400.0,350.0,15.0,
DLF (Buyer),Building & Construction,Gypsum Plaster,Real Estate,Penetration,Gurugram,Pan-India projects,0.0,0.0,15.0,
Asian Gases,Chemicals & Petrochemicals,Industrial Gases,Specialty,Expansion,Mumbai,"Maharashtra (Navi Mumbai, Pune)",350.0,300.0,15.0,
Chitale Dairy,FMCG & Consumer,Dairy Products,Traditional,Penetration,Sangli,"Bhilawadi (MH), Sangli",1200.0,600.0,15.0,
Vedanta (Ferro),Steel & Metals,Ferro Alloys,Captive,Penetration,Delhi,Jharsuguda (OD),400.0,200.0,14.0,
Air Water India,Chemicals & Petrochemicals,Industrial Gases,Specialty,Penetration,Pune,Maharashtra,300.0,200.0,14.0,
Rossell India,Agriculture & Food,Tea Plantation,Tea,Penetration,Kolkata,Assam,350.0,6000.0,14.0,
Ori-Plast,Building & Construction,Pipes Fittings,PVC,Penetration,Kolkata,"Guwahati (AS), Kolkata",400.0,500.0,14.0,
Frontier Polymers,Building & Construction,Pipes Fittings,UPVC,Penetration,Ahmedabad,"Ahmedabad (GJ), Hyderabad",400.0,450.0,14.0,
Pushpak Steel,Steel & Metals,Steel Structural,TMT,Penetration,Raipur,"Raipur (CG), Durg (CG)",1500.0,700.0,14.0,
Parekh Fibres,Chemicals & Petrochemicals,Synthetic Fibres,Polyester,Penetration,Surat,Surat (GJ),350.0,350.0,14.0,
Muthoot Oxygen,Chemicals & Petrochemicals,Industrial Gases,Medical,Penetration,Kochi,"South India (Kerala, TN, AP)",300.0,350.0,14.0,
National Fittings,Building & Construction,Pipes Fittings,Fittings,Penetration,Ahmedabad,"Ahmedabad (GJ), Delhi",400.0,500.0,14.0,
Adhunik Metaliks,Steel & Metals,Steel Flats Longs,Re-roller,Penetration,Kolkata,Rourkela (OD),1800.0,900.0,14.0,
Nova Steel,Steel & Metals,Steel Structural,TMT,Penetration,Bhubaneswar,Sambalpur (OD),1500.0,600.0,14.0,
Bharat Wire Ropes,Steel & Metals,Steel Wire Products,Rope,Penetration,Bhopal,"Bhopal (MP), Indore (MP)",350.0,400.0,14.0,
Hindalco (Acid),Chemicals & Petrochemicals,Acids Solvents,Byproduct,Penetration,Mumbai,Dahej (GJ),800.0,300.0,14.0,
Sarda Energy (Ferro),Steel & Metals,Ferro Alloys,Multi,Penetration,Raipur,Raipur (CG),400.0,400.0,14.0,
Furniture Manufacturers,Chemicals & Petrochemicals,Adhesives Sealants,Woodworking,Penetration,,"Jodhpur, Saharanpur, Delhi",800.0,4000.0,14.0,
Industrial Minerals,Steel & Metals,Ferro Alloys,Chrome,Penetration,Bhubaneswar,"Sukinda (OD), Keonjhar",400.0,500.0,14.0,
Duraline (Atkore),Building & Construction,Pipes Fittings,HDPE/Conduit,Penetration,,Chennai (TN),400.0,300.0,14.0,
Precision Rubber,Chemicals & Petrochemicals,Rubber Latex,Auto,Penetration,Pune,"Pune (MH), Aurangabad",350.0,500.0,14.0,
Vedanta (TSPL),Building & Construction,Ash Infrastructure,Generator,Penetration,Delhi,Talwandi Sabo (PB),,1000.0,14.0,
Shree Cement (AAC),Building & Construction,Blocks Bricks,AAC,Penetration,Kolkata,"Beawar (RJ), Ras (RJ)",300.0,400.0,14.0,
India Kawasaki,Auto & Engineering,Two Wheelers Tractors,2W,Penetration,Pune,Chakan (MH),600.0,300.0,14.0,
Fenix India,Building & Construction,Glass Glazing,Mirrors,Penetration,Mumbai,"Silvassa, Gujarat",300.0,200.0,14.0,
Saraswati Plywood,Building & Construction,Furniture Wood,Plywood,Penetration,Delhi,"Delhi, Yamuna Nagar",400.0,400.0,14.0,
HIL Ltd (Fly Ash Bricks),Building & Construction,Ash Infrastructure,User - Bricks,Penetration,Hyderabad,Pan-India,,2000.0,14.0,
Same Deutz-Fahr,Auto & Engineering,Two Wheelers Tractors,Tractors,Penetration,Chennai,Ranipet (TN),600.0,400.0,14.0,
ITC (B Natural),FMCG & Consumer,Beverages,Juices,Penetration,Kolkata,"Haridwar (UK), Kapurthala (PB)",300.0,400.0,14.0,
Minda Corporation (Rail),Steel & Metals,Steel Railways,Components,Penetration,Delhi,Noida (UP),300.0,400.0,14.0,
Coeclerici (India),Energy & Fuel,Coal Fuel,Handling,Penetration,,Port services,2000.0,100.0,14.0,
BILT AAC Blocks,Building & Construction,Ash Infrastructure,User - AAC,Penetration,Delhi,Pan-India,,1000.0,14.0,
Indo-American Hybrid,Chemicals & Petrochemicals,Agrochemicals,Seeds,Penetration,Bangalore,Bangalore (KA),350.0,500.0,14.0,
SAF Aluminium,Steel & Metals,Non Ferrous Metals,Al Extrusions,Penetration,Bangalore,Bangalore (KA),600.0,400.0,14.0,
Crown Beers (Dukes),FMCG & Consumer,Beverages,Beer,Penetration,Hyderabad,"Rajahmundry (AP), Guntur",350.0,500.0,14.0,
GMDC,Energy & Fuel,Coal Fuel,Mining,Penetration,Ahmedabad,Gujarat,2500.0,2000.0,14.0,
Siporex AAC (ACC),Building & Construction,Blocks Bricks,AAC,Expansion,Mumbai,"Bhuj (GJ), Wadi (KA)",300.0,400.0,14.0,
Maithan Steel,Steel & Metals,Steel Semi Finished,Secondary,Expansion,Kolkata,Kalyaneshwari (WB),1500.0,700.0,14.0,
Hinduja National Power,Building & Construction,Ash Infrastructure,Generator,Penetration,Mumbai,Visakhapatnam (AP),,1500.0,14.0,
UltraTech (Gypsum),Building & Construction,Gypsum Plaster,Mining,Expansion,Mumbai,Rajasthan linkage,400.0,200.0,14.0,
CG State Mineral Dev,Mining & Minerals,Industrial Minerals,Multi,Penetration,Raipur,"Raipur, Bilaspur, Korba",400.0,1500.0,14.0,
Laxmi Rubber,Chemicals & Petrochemicals,Rubber Latex,Industrial,Penetration,Kolhapur,"Kolhapur (MH), Ahmedabad",350.0,500.0,14.0,
Ultra Tech (Agrochem),Chemicals & Petrochemicals,Fertilizers,Private,Penetration,Mumbai,Gujarat,500.0,200.0,14.0,
Hindalco (Captive),Building & Construction,Ash Infrastructure,Generator,Penetration,Mumbai,"Renukoot (UP), Hirakud (OD)",,4000.0,14.0,
Vitro (Planned),Building & Construction,Glass Glazing,Auto,Penetration,Mexico,Planned,500.0,0.0,14.0,
Tropical Agrosystem,Chemicals & Petrochemicals,Agrochemicals,Bio-inputs,Penetration,Chennai,"Chennai (TN), Bangalore (KA)",300.0,400.0,14.0,
Kamdhenu Paints,Chemicals & Petrochemicals,Paints Coatings,Decorative,Penetration,Delhi,"Chopanki (RJ), Kala Amb (HP), Bhagwanpur (UK)",350.0,450.0,14.0,
SK Lubricants,Energy & Fuel,Lubricants,Auto,Penetration,Mumbai,Silvassa,350.0,120.0,14.0,
Nilachal Ispat,Steel & Metals,Steel Semi Finished,Integrated,Penetration,Bhubaneswar,Duburi (OD),1500.0,700.0,14.0,
Jindal Mechno Bricks,Building & Construction,Blocks Bricks,Fly Ash,Penetration,Ludhiana,"Punjab, Haryana, UP",300.0,600.0,14.0,
Sun Chemical,Chemicals & Petrochemicals,Paints Coatings,Printing Inks,Penetration,Mumbai,Navi Mumbai,400.0,250.0,14.0,
Roquette India,Agriculture & Food,Animal Feed,Ingredients,Penetration,,Goa,500.0,200.0,14.0,
CICO Technologies,Chemicals & Petrochemicals,Paints Coatings,Construction,Penetration,Noida,"Noida (UP), Kolkata (WB)",400.0,350.0,14.0,
T Stanes,Chemicals & Petrochemicals,Fertilizers,Private,Penetration,Coimbatore,Coimbatore (TN),350.0,600.0,14.0,
Domino's (Jubilant),FMCG & Consumer,Dairy Products,QSR,Penetration,Noida,Pan-India,0.0,0.0,14.0,
IFFCO (Phosphogypsum),Building & Construction,Gypsum Plaster,Byproduct,Penetration,Delhi,"Kandla (GJ), Paradeep",100.0,50.0,14.0,
Hempel India,Chemicals & Petrochemicals,Paints Coatings,Industrial,Penetration,Pune,Pune (MH),400.0,200.0,14.0,
Kaisha Glass,Building & Construction,Glass Glazing,Container,Penetration,Mumbai,Kosamba (GJ),300.0,250.0,14.0,
Kisaan Pipe,Building & Construction,Pipes Fittings,PVC,Penetration,Jaipur,"Jaipur (RJ), Kota",350.0,400.0,13.0,
Premier Minerals,Mining & Minerals,Industrial Minerals,Silica,Penetration,Ahmedabad,"Gujarat, Rajasthan",300.0,400.0,13.0,
Mosil Lubricants,Energy & Fuel,Lubricants,Industrial,Penetration,Mumbai,Vapi (GJ),300.0,250.0,13.0,
Super Wire & Wire Mesh,Steel & Metals,Steel Wire Products,Mesh,Penetration,Chennai,"Chennai (TN), Bangalore",300.0,350.0,13.0,
Continental Wire,Steel & Metals,Steel Wire Products,Drawing,Penetration,Ludhiana,Ludhiana (PB),300.0,350.0,13.0,
Electrotherm Steel,Steel & Metals,Steel Flats Longs,Re-roller,Penetration,Ahmedabad,Kutch (GJ),1500.0,600.0,13.0,
Dalmia Bharat (AAC),Building & Construction,Blocks Bricks,AAC,Penetration,Delhi,"Kadapa (AP), Ariyalur (TN)",250.0,350.0,13.0,
Hi-Tech Carbon,Chemicals & Petrochemicals,Graphite Carbon,CPC,Penetration,Ahmedabad,Kutch (GJ),800.0,350.0,13.0,
Abhijeet Ferrotech,Steel & Metals,Ferro Alloys,Multi,Penetration,Kolkata,Jharsuguda (OD),350.0,400.0,13.0,
SKF India (Greases),Energy & Fuel,Lubricants,Greases,Penetration,Bangalore,Bangalore,300.0,150.0,13.0,
Aparna Enterprises,Building & Construction,Blocks Bricks,AAC,Penetration,Hyderabad,"Hyderabad (TS), Nellore (AP)",250.0,350.0,13.0,
Etex (Siniat),Building & Construction,Gypsum Plaster,Boards,Penetration,Belgium,Upcoming India,500.0,200.0,13.0,
Hindustan Silica,Mining & Minerals,Industrial Minerals,Silica,Expansion,Allahabad,"Allahabad (UP), Bhilwara (RJ)",300.0,400.0,13.0,
Polysil Pipes,Building & Construction,Pipes Fittings,HDPE,Penetration,Hyderabad,"Hyderabad (TS), Visakhapatnam",350.0,400.0,13.0,
Oriental Bitumen,Energy & Fuel,Bitumen,Trading,Penetration,Mumbai,"Mumbai, Kandla",300.0,100.0,13.0,
Rex Polyextrusion,Building & Construction,Pipes Fittings,PVC,Penetration,Rajkot,"Rajkot (GJ), Silvassa",400.0,400.0,13.0,
Bituplast,Energy & Fuel,Bitumen,Emulsion,Penetration,Ahmedabad,"Ahmedabad, Pune",300.0,200.0,13.0,
Sagar Marble,Building & Construction,Stone Aggregates,Marble,Expansion,Kishangarh,"Makrana (RJ), Kishangarh",400.0,500.0,13.0,
Sagar Cement AAC,Building & Construction,Blocks Bricks,AAC,Expansion,Hyderabad,"Mattampally (TS), Vizag",250.0,350.0,13.0,
Topworth Steel,Steel & Metals,Sponge Pig Iron,Sponge,Penetration,Raipur,Raipur (CG),400.0,350.0,13.0,
Starbucks (Tata),Agriculture & Food,Tea Plantation,Coffee,Penetration,Mumbai,Coorg (KA),300.0,200.0,13.0,
Coffee Board,Agriculture & Food,Tea Plantation,Government,Penetration,Bangalore,Karnataka,0.0,500.0,13.0,
Godawari Power,Steel & Metals,Ferro Alloys,Multi,Penetration,Raipur,Raipur (CG),350.0,300.0,13.0,
SKP Industries,Steel & Metals,Steel Structural,TMT,Penetration,Delhi,Ghaziabad (UP),1200.0,500.0,13.0,
Havmor (Lotte),FMCG & Consumer,Dairy Products,Ice Cream,Penetration,Ahmedabad,"Ahmedabad (GJ), Faridabad (HR)",1000.0,500.0,13.0,
Kalpena Industries,Chemicals & Petrochemicals,Rubber Latex,Industrial,Penetration,Delhi,"Bhiwadi (RJ), Faridabad (HR)",300.0,400.0,13.0,
Livspace,Building & Construction,Furniture Wood,Modular,Penetration,Bangalore,"Bangalore, Delhi",400.0,600.0,13.0,
Veer Ispat,Steel & Metals,Sponge Pig Iron,Sponge,Penetration,Bangalore,Bellary (KA),400.0,350.0,13.0,
Vandana Global,Steel & Metals,Sponge Pig Iron,Sponge,Penetration,Raipur,Raipur (CG),400.0,350.0,13.0,
Mukand Ltd,Steel & Metals,Steel Semi Finished,Specialty,Penetration,Mumbai,"Thane (MH), Hospet (KA)",1500.0,700.0,13.0,
Mersen India,Chemicals & Petrochemicals,Graphite Carbon,Specialty,Penetration,,Hosur (TN),800.0,300.0,13.0,
Kirloskar Ferrous,Steel & Metals,Steel Coils,Pig Iron,Penetration,Bangalore,Koppal (KA),1500.0,800.0,13.0,
Zuari Furniture,Building & Construction,Furniture Wood,Multi,Penetration,Goa,"Goa, Karnataka",400.0,400.0,13.0,
SEC Industries,Chemicals & Petrochemicals,Graphite Carbon,Carbon,Expansion,Vadodara,"Vadodara (GJ), Silvassa",800.0,400.0,13.0,
Phalada Agro,Agriculture & Food,Agri Produce Perishables,Organic Produce,Expansion,Hyderabad,"Hyderabad (TS), Bangalore",200.0,300.0,13.0,
Anand Wires,Steel & Metals,Steel Wire Products,Strand,Penetration,Baroda,Baroda (GJ),300.0,350.0,13.0,
IFFCO (Seeds),Agriculture & Food,Seeds Planting Material,Cooperative,Penetration,Delhi,"Gujarat, UP",800.0,400.0,12.0,
DFM Foods,FMCG & Consumer,Food Processing,Snacks,Penetration,Noida,"Noida (UP), Jammu",500.0,400.0,12.0,
L&T Infrastructure,Building & Construction,Ash Infrastructure,User - Roads,Penetration,Mumbai,Pan-India projects,,10000.0,12.0,
NALCO,Building & Construction,Ash Infrastructure,Generator (Captive),Penetration,Bhubaneswar,Angul (OD),,6000.0,12.0,
Royal Canin (Mars),Agriculture & Food,Animal Feed,Pet,Penetration,Mumbai,,600.0,150.0,12.0,
Magicrete Building,Building & Construction,Ash Infrastructure,User - AAC,Penetration,Mumbai,"Panvel, Surat, Hyderabad",,600.0,12.0,
JSPL (Captive),Building & Construction,Ash Infrastructure,Generator,Penetration,Delhi,"Angul (OD), Raigarh (CG)",,1500.0,12.0,
Finolex Industries,Chemicals & Petrochemicals,Adhesives Sealants,Buyer,Penetration,Pune,"Pune, Ratnagiri",5000.0,2500.0,12.0,
Nirmal Seeds,Agriculture & Food,Seeds Planting Material,Cotton,Penetration,Jalna,Jalna (MH),800.0,350.0,12.0,
DLF (Buyer),Chemicals & Petrochemicals,Adhesives Sealants,Real Estate,Penetration,Gurugram,NCR,0.0,0.0,12.0,
Orient Refractories,Building & Construction,Refractories,Multi,Expansion,Kolkata,"Bhiwadi (RJ), Bhuj (GJ), Surat",800.0,,12.0,
Tata Cliq/Croma,E-commerce & Retail,Ecommerce Retail,Omnichannel,Expansion,Mumbai,Pan-India,12000.0,8000.0,12.0,
Kerry India (Feed),Agriculture & Food,Animal Feed,Specialty,Penetration,Ireland,Bangalore,500.0,200.0,12.0,
Sakata India,Agriculture & Food,Seeds Planting Material,Vegetable,Penetration,,Bangalore,800.0,300.0,12.0,
Asian Wire Industries,Steel & Metals,Steel Wire Products,Nails,Penetration,Delhi,"Mandi Gobindgarh (PB), Delhi",280.0,400.0,12.0,
JK Agri Genetics,Agriculture & Food,Seeds Planting Material,Multi,Penetration,Delhi,Secunderabad (TS),800.0,350.0,12.0,
Prestige Estates,Building & Construction,Stone Aggregates,Real Estate,Penetration,Bangalore,South India,0.0,0.0,12.0,
Trent (Westside),E-commerce & Retail,Ecommerce Retail,Fashion Retail,Penetration,Mumbai,Pan-India,8000.0,12000.0,12.0,
Reliance Gases,Chemicals & Petrochemicals,Industrial Gases,Captive,Penetration,Mumbai,"Jamnagar, Hazira",400.0,250.0,12.0,
Himalayan (Tata),FMCG & Consumer,Beverages,Water,Penetration,Mumbai,Uttarakhand,300.0,200.0,12.0,
Hindalco Recycling,Steel & Metals,Metal Scrap,Recycler,Penetration,Mumbai,Taloja (MH),400.0,200.0,12.0,
GNFC (Phosphogypsum),Building & Construction,Gypsum Plaster,Byproduct,Penetration,Ahmedabad,Bharuch (GJ),80.0,40.0,12.0,
My Home Industries,Building & Construction,Gypsum Plaster,Buyer,Penetration,Hyderabad,Telangana,0.0,0.0,12.0,
Namdhari Seeds,Agriculture & Food,Seeds Planting Material,Vegetable,Expansion,Bangalore,"Bangalore (KA), Pune",800.0,400.0,12.0,
Blinkit (Zomato),E-commerce & Retail,Ecommerce Retail,Quick Commerce,Penetration,Gurugram,All metros,8000.0,15000.0,12.0,
Anil Marble,Building & Construction,Stone Aggregates,Marble,Penetration,Kishangarh,Kishangarh (RJ),400.0,350.0,12.0,
BASF India (Adhesives),Chemicals & Petrochemicals,Adhesives Sealants,Industrial,Penetration,Mumbai,Thane (MH),600.0,300.0,12.0,
Weber (Saint-Gobain),Chemicals & Petrochemicals,Adhesives Sealants,Construction,Penetration,Chennai,"Gujarat, Maharashtra",600.0,300.0,12.0,
Nitco Tiles,Building & Construction,Tiles Sanitaryware,Tiles,Expansion,Mumbai,"Alibag (MH), Morbi",800.0,,12.0,
Frontier Biscuits,FMCG & Consumer,Dairy Products,Buyer,Penetration,Delhi,"Delhi, Ludhiana",1500.0,800.0,12.0,
Lodha (Macrotech),Building & Construction,Gypsum Plaster,Real Estate,Penetration,Mumbai,Mumbai region,0.0,0.0,12.0,
Anabond,Chemicals & Petrochemicals,Adhesives Sealants,Industrial,Expansion,Chennai,"Chennai (TN), Pune",600.0,400.0,12.0,
Electrosteel,Chemicals & Petrochemicals,Graphite Carbon,Buyer,Penetration,Kolkata,Bokaro (JH),0.0,0.0,12.0,
