target_account,matched_customer,status
BPCL (Lubes),P,FLAGGED - EXISTING CUSTOMER
Kinley (HCCB),Linclimited,FLAGGED - EXISTING CUSTOMER
Anik Industries,Manika Plastech,FLAGGED - EXISTING CUSTOMER
Corning India,Corning,FLAGGED - EXISTING CUSTOMER
CPCL (Refinery),P,FLAGGED - EXISTING CUSTOMER
Welspun Corp (Wire),P,FLAGGED - EXISTING CUSTOMER
DVC,QDVC,FLAGGED - EXISTING CUSTOMER
Castrol India,CAST,FLAGGED - EXISTING CUSTOMER
Best Agrolife,Linclimited,FLAGGED - EXISTING CUSTOMER
Venky's (VH Group),Luxottica Group S.p.A.,FLAGGED - EXISTING CUSTOMER
Dow Coatings,Oswal Castings,FLAGGED - EXISTING CUSTOMER
Nezone Tubes,NEZONE INDUSTRIES LIMITED,FLAGGED - EXISTING CUSTOMER
Aquafina (VBL),Linclimited,FLAGGED - EXISTING CUSTOMER
Heranba Industries,Heranba Industries,FLAGGED - EXISTING CUSTOMER
Anabond,Ananda,FLAGGED - EXISTING CUSTOMER
Plaza Cables,P,FLAGGED - EXISTING CUSTOMER
Vardhman Special,Man Industries Ltd,FLAGGED - EXISTING CUSTOMER
Frontier Biscuits,ISC,FLAGGED - EXISTING CUSTOMER
FMC India,FMC India,FLAGGED - EXISTING CUSTOMER
Nippon Steel India (Tubes),RAMA STEEL TUBES LTD - GHAZIABAD,FLAGGED - EXISTING CUSTOMER
Polyfibre Industries,P,FLAGGED - EXISTING CUSTOMER
Bharat Rasayan,Bharat Rasayan,FLAGGED - EXISTING CUSTOMER
Jain Irrigation (Pipes),Jain Irrigation Systems Ltd,FLAGGED - EXISTING CUSTOMER
Oil India Ltd,Ricela Rice Bran Oil,FLAGGED - EXISTING CUSTOMER
Kaleesuwari Refinery,Kaleesuwari Refinery Pvt Ltd,FLAGGED - EXISTING CUSTOMER
Hitachi Rail India,Linclimited,FLAGGED - EXISTING CUSTOMER
Talcher Fertilizers,National Fertilizers Limited,FLAGGED - EXISTING CUSTOMER
Axalta Coating,Linclimited,FLAGGED - EXISTING CUSTOMER
UPL Seeds (Advanta),Advanta seeds ,FLAGGED - EXISTING CUSTOMER
Rayzon Solar,Linclimited,FLAGGED - EXISTING CUSTOMER
HG Infra,Om Infra,FLAGGED - EXISTING CUSTOMER
BORL (BPCL),P,FLAGGED - EXISTING CUSTOMER
Ashoka Buildcon,Linclimited,FLAGGED - EXISTING CUSTOMER
Transport Corporation,PBL Transport Corporation,FLAGGED - EXISTING CUSTOMER
Licious (Fresh),Linclimited,FLAGGED - EXISTING CUSTOMER
RHI Magnesita India,RHI Magnesita,FLAGGED - EXISTING CUSTOMER
Rhenus Logistics,Friends Logistics,FLAGGED - EXISTING CUSTOMER
Hindware (HSIL),HSIL,FLAGGED - EXISTING CUSTOMER
Saipem India,SIPCHEM,FLAGGED - EXISTING CUSTOMER
3F Industries,3F Industries,FLAGGED - EXISTING CUSTOMER
Toyo Engineering,Khosla Engineering - India,FLAGGED - EXISTING CUSTOMER
Orient Refractories,ORIENT REFRACTORIES LIM,FLAGGED - EXISTING CUSTOMER
Electrotherm Steel,ELECTROSTEEL STEELS,FLAGGED - EXISTING CUSTOMER
IOCL (Pipelines),OCL INDIA LIMITED,FLAGGED - EXISTING CUSTOMER
Palco Metals,P,FLAGGED - EXISTING CUSTOMER
IB Group,bdg group ,FLAGGED - EXISTING CUSTOMER
GR Infraprojects,J Kumar Infraprojects,FLAGGED - EXISTING CUSTOMER
Atul Ltd (Agro),Linclimited,FLAGGED - EXISTING CUSTOMER
Sabero Organics,Goldstab Organics Pvt Ltd,FLAGGED - EXISTING CUSTOMER
LyondellBasell India,LyondellBasell,FLAGGED - EXISTING CUSTOMER
GAIL (Buyer),Linclimited,FLAGGED - EXISTING CUSTOMER
NCC Ltd,NBCC Limited,FLAGGED - EXISTING CUSTOMER
Constantia Flexibles (SB),Linclimited,FLAGGED - EXISTING CUSTOMER
Reliance Fresh,Linclimited,FLAGGED - EXISTING CUSTOMER
DMart (Avenue),IndiaMART,FLAGGED - EXISTING CUSTOMER
Vedanta (TSPL),Vedanta,FLAGGED - EXISTING CUSTOMER
Livspace,P,FLAGGED - EXISTING CUSTOMER
Electrotherm (DI),Linclimited,FLAGGED - EXISTING CUSTOMER
Gowardhan (Parag),P,FLAGGED - EXISTING CUSTOMER
Wacker India,Acer Inc,FLAGGED - EXISTING CUSTOMER
State Water Boards,Ate India,FLAGGED - EXISTING CUSTOMER
Advanta Seeds,Avanti Feeds Limited,FLAGGED - EXISTING CUSTOMER
NCCF,NBCC Limited,FLAGGED - EXISTING CUSTOMER
Birla Jingwei,Linclimited,FLAGGED - EXISTING CUSTOMER
BigBasket (Fresh),Bigbasket,FLAGGED - EXISTING CUSTOMER
Mother Dairy (Safal),air,FLAGGED - EXISTING CUSTOMER
ESAB India,Esab India Ltd,FLAGGED - EXISTING CUSTOMER
Choksey Chemicals,Heetu Chemicals,FLAGGED - EXISTING CUSTOMER
POWERGRID,P,FLAGGED - EXISTING CUSTOMER
BSNL (Fiber),Linclimited,FLAGGED - EXISTING CUSTOMER
Exxon Mobil India,ExxonMobil,FLAGGED - EXISTING CUSTOMER
Adani Transmission,Dhoot Transmission Pvt Ltd,FLAGGED - EXISTING CUSTOMER
Stone Exporters Assn,XP India,FLAGGED - EXISTING CUSTOMER
Emmvee Photovoltaic,P,FLAGGED - EXISTING CUSTOMER
IRB Infrastructure,ABAN INFRASTRUCTURE PRIVATE LIMITED,FLAGGED - EXISTING CUSTOMER
Kurl-On,Linclimited,FLAGGED - EXISTING CUSTOMER
Rasoya Proteins,Goyal Proteins Ltd,FLAGGED - EXISTING CUSTOMER
Dhunseri Petrochem,Dhunseri Petrochem Limited,FLAGGED - EXISTING CUSTOMER
Jal Jeevan Mission,Linclimited,FLAGGED - EXISTING CUSTOMER
Jio (Fiber),jio,FLAGGED - EXISTING CUSTOMER
BPCL (Chemicals),GBL CHEMICAL LIMITED,FLAGGED - EXISTING CUSTOMER
Noise,Noise,FLAGGED - EXISTING CUSTOMER
PNC Infratech,Asc Infratech,FLAGGED - EXISTING CUSTOMER
Perfect Metal Works,Agrawal Metal Works Private Limited,FLAGGED - EXISTING CUSTOMER
Goodricke Group,Goodricke Group Limited,FLAGGED - EXISTING CUSTOMER
Bhuwalka Steel,Linclimited,FLAGGED - EXISTING CUSTOMER
Ankur Seeds,Ankur Seeds Pvt,FLAGGED - EXISTING CUSTOMER
Sigma Minerals,Inera,FLAGGED - EXISTING CUSTOMER
MAN Trucks India,Man Industries Ltd,FLAGGED - EXISTING CUSTOMER
Shree Anna,REE,FLAGGED - EXISTING CUSTOMER
Raajratna Metal Industries,TN India,FLAGGED - EXISTING CUSTOMER
SAF Aluminium,Jindal Aluminium Limited,FLAGGED - EXISTING CUSTOMER
Tokai Carbon India,India Carbon Limited,FLAGGED - EXISTING CUSTOMER
Asbury Carbons India,India Carbon Limited,FLAGGED - EXISTING CUSTOMER
Topworth Steel,P,FLAGGED - EXISTING CUSTOMER
Shinto India,Sprinto,FLAGGED - EXISTING CUSTOMER
British Paints,P,FLAGGED - EXISTING CUSTOMER
Perma Construction,P,FLAGGED - EXISTING CUSTOMER
Henkel India (Adhesives),Henkel,FLAGGED - EXISTING CUSTOMER
DCM (Nylon),Linclimited,FLAGGED - EXISTING CUSTOMER
Aksh Optifibre,P,FLAGGED - EXISTING CUSTOMER
Electrosteel (Sponge),Electrosteel Castings Ltd,FLAGGED - EXISTING CUSTOMER
Kirloskar Ferrous,Kirloskar Ferrous Industries,FLAGGED - EXISTING CUSTOMER
Jayaswal Neco,JAYASWAL NECO INDUSTRIES,FLAGGED - EXISTING CUSTOMER
Rungta Mines (Sponge),P,FLAGGED - EXISTING CUSTOMER
Tata Cliq/Croma,Croma,FLAGGED - EXISTING CUSTOMER
Leoni Cables,Delton Cables,FLAGGED - EXISTING CUSTOMER
Stone India,Associated Soapstone Dist. Co. Pvt. Ltd.,FLAGGED - EXISTING CUSTOMER
Nagarjuna Agrichem,NAGA LIMITED,FLAGGED - EXISTING CUSTOMER
Reliance Power,Oriana Power,FLAGGED - EXISTING CUSTOMER
Rama Phosphates,Rama Phosphates Ltd,FLAGGED - EXISTING CUSTOMER
Kaveri Latex,Ate India,FLAGGED - EXISTING CUSTOMER
Nilachal Ispat,P,FLAGGED - EXISTING CUSTOMER
Mahindra Sanyo,Mahindra Sanyo Special Steel Pvt,FLAGGED - EXISTING CUSTOMER
Hindustan Silica,Linclimited,FLAGGED - EXISTING CUSTOMER
Dalmia Steel,Jindal Steel,FLAGGED - EXISTING CUSTOMER
Besco Ltd,Nesco Limited,FLAGGED - EXISTING CUSTOMER
Ferro Alloys Corporation,Shri mahavir ferro alloys,FLAGGED - EXISTING CUSTOMER
Dow Silicones India,Siliconindia,FLAGGED - EXISTING CUSTOMER
Kolor Kote (JSK),Linclimited,FLAGGED - EXISTING CUSTOMER
Hempel India,HMEL,FLAGGED - EXISTING CUSTOMER
Associated Soapstone,Associated Soapstone Dist. Co. Pvt. Ltd.,FLAGGED - EXISTING CUSTOMER
Rohit Ferro-Tech,ECH,FLAGGED - EXISTING CUSTOMER
HPL Electric,Ola Electric,FLAGGED - EXISTING CUSTOMER
Kalyani Rubber,Linclimited,FLAGGED - EXISTING CUSTOMER
Flint Group,Lindström Group,FLAGGED - EXISTING CUSTOMER
Annapurna (HUL),P,FLAGGED - EXISTING CUSTOMER
Devans Modern Breweries,Modern Industries Ltd.,FLAGGED - EXISTING CUSTOMER
IREL (Indian Rare Earths),Linclimited,FLAGGED - EXISTING CUSTOMER
Ramdev Food Products,Rakesh Eatables & General Food Products,FLAGGED - EXISTING CUSTOMER
T Stanes,T.T. LIMITED,FLAGGED - EXISTING CUSTOMER
SEC Industries,Open Secret,FLAGGED - EXISTING CUSTOMER
Sherwin-Williams,Linclimited,FLAGGED - EXISTING CUSTOMER
Nippon Carbon India,India Carbon Limited,FLAGGED - EXISTING CUSTOMER
Shri Bajrang Power,P,FLAGGED - EXISTING CUSTOMER
Aditya Birla Chemicals,Aditya Birla,FLAGGED - EXISTING CUSTOMER
Thirumalai Chemicals,HIMADRI CHEMICALS & INDUSTRIES LTD,FLAGGED - EXISTING CUSTOMER
Vesuvius India,Vesuvius,FLAGGED - EXISTING CUSTOMER
SAIL CPP,P,FLAGGED - EXISTING CUSTOMER
Tata Consumer (NourishCo),Tata Consumer Products Limited,FLAGGED - EXISTING CUSTOMER
SML (Sumitomo),Linclimited,FLAGGED - EXISTING CUSTOMER
Bansal Wire Industries,Linclimited,FLAGGED - EXISTING CUSTOMER
Suryakant Oil,Linclimited,FLAGGED - EXISTING CUSTOMER
Anand Wires,RES,FLAGGED - EXISTING CUSTOMER
DFM Foods,Dil Foods,FLAGGED - EXISTING CUSTOMER
Tropical Agrosystem,Tropical Agrosystems,FLAGGED - EXISTING CUSTOMER
CLAAS India,Linclimited,FLAGGED - EXISTING CUSTOMER
Petronet LNG,Petronet LNG Limited,FLAGGED - EXISTING CUSTOMER
Khaitan Chemicals,Grand Chemicals,FLAGGED - EXISTING CUSTOMER
Mersen India,RS,FLAGGED - EXISTING CUSTOMER
Ultra Tech (Agrochem),ECH,FLAGGED - EXISTING CUSTOMER
Adani Green Energy,Saatvik Green Energy,FLAGGED - EXISTING CUSTOMER
Bridon Bekaert,Bekaert,FLAGGED - EXISTING CUSTOMER
Goa Carbon,SGL Carbon,FLAGGED - EXISTING CUSTOMER
Indo-American Hybrid,Hybrid,FLAGGED - EXISTING CUSTOMER
Abhijeet Ferrotech,ECH,FLAGGED - EXISTING CUSTOMER
DeHaat,DeHaat,FLAGGED - EXISTING CUSTOMER
Reliance Gases,Linclimited,FLAGGED - EXISTING CUSTOMER
Crown Beers (Dukes),Dukes India,FLAGGED - EXISTING CUSTOMER
Sanchit Alloys,Linclimited,FLAGGED - EXISTING CUSTOMER
Inox CVA (Merged),INOX INDIA PVT. LTD,FLAGGED - EXISTING CUSTOMER
Manali Petrochem (Fats),Manali Petrochemicals,FLAGGED - EXISTING CUSTOMER
Forbo Siegling,Linclimited,FLAGGED - EXISTING CUSTOMER
Zenith Steel Pipes,kabra steel pipes,FLAGGED - EXISTING CUSTOMER
Asian Wire Industries,ASI Industries Ltd.,FLAGGED - EXISTING CUSTOMER
Central Coalfields,Central Coalfields Limited,FLAGGED - EXISTING CUSTOMER
Minda Corporation (Rail),Minda Corporation Limited Pune,FLAGGED - EXISTING CUSTOMER
Bostik India (Arkema),Bostik India Private Limited,FLAGGED - EXISTING CUSTOMER
Sudhakar Pipes,P,FLAGGED - EXISTING CUSTOMER
Himalayan (Tata),Linclimited,FLAGGED - EXISTING CUSTOMER
ITC (B Natural),Linclimited,FLAGGED - EXISTING CUSTOMER
Asia Pacific Breweries,P,FLAGGED - EXISTING CUSTOMER
HPGCL,P,FLAGGED - EXISTING CUSTOMER
Apcotex Industries,Apcotex Industries Limited,FLAGGED - EXISTING CUSTOMER
Premier Minerals,Inera,FLAGGED - EXISTING CUSTOMER
NRL (Numaligarh),Linclimited,FLAGGED - EXISTING CUSTOMER
Taiyo Nippon Sanso,Nippon Sanso Holdings Corporation,FLAGGED - EXISTING CUSTOMER
India Carbon,Carboline India Pvt. Ltd.,FLAGGED - EXISTING CUSTOMER
Tenaris India,Tenaris,FLAGGED - EXISTING CUSTOMER
K.C. Das (Bengal),Linclimited,FLAGGED - EXISTING CUSTOMER
Saumya Carbon,India Carbon Limited,FLAGGED - EXISTING CUSTOMER
Hindalco (Acid),HINDALCO INDUSTRIES LTD,FLAGGED - EXISTING CUSTOMER
Black Cat Carbon,ROYAL CARBON BLACK PRIVATE LIMITED,FLAGGED - EXISTING CUSTOMER
Michelin India,CHEMLINE INDIA,FLAGGED - EXISTING CUSTOMER
Power Grid Corporation,Power Grid Corporation of India Limited,FLAGGED - EXISTING CUSTOMER
Sumeet Industries,Shumee,FLAGGED - EXISTING CUSTOMER
Coffee Day (CCL),Linclimited,FLAGGED - EXISTING CUSTOMER
Crystal Crop,P,FLAGGED - EXISTING CUSTOMER
Usha Martin (Sponge),Usha martin,FLAGGED - EXISTING CUSTOMER
Liugong India,Linclimited,FLAGGED - EXISTING CUSTOMER
Elkem (Silicone),Siliconindia,FLAGGED - EXISTING CUSTOMER
Arun Ice Cream,NOTO Healthy Ice Cream,FLAGGED - EXISTING CUSTOMER
Vandana Global,Linclimited,FLAGGED - EXISTING CUSTOMER
Balkrishna Industries (BKT),BALKRISHNA INDUSTRIES,FLAGGED - EXISTING CUSTOMER
VU Televisions,Linclimited,FLAGGED - EXISTING CUSTOMER
Parekh Fibres,P,FLAGGED - EXISTING CUSTOMER
Gold Plus Glass,Gold Plus Glass Industry,FLAGGED - EXISTING CUSTOMER
Himachal Wire Industries,Linclimited,FLAGGED - EXISTING CUSTOMER
Hi-Tech Carbon,ECH,FLAGGED - EXISTING CUSTOMER
ITC Ltd,ITC Infotech,FLAGGED - EXISTING CUSTOMER
Steel Authority Wire,Steel Authority of India Limited,FLAGGED - EXISTING CUSTOMER
Continental Wire,Continental,FLAGGED - EXISTING CUSTOMER
Super Wire & Wire Mesh,MES,FLAGGED - EXISTING CUSTOMER
Rimjhim Ispat,Rimjhim Ispat - Inplant Automation,FLAGGED - EXISTING CUSTOMER
Atlas Copco Wire,Atlas Copco India Ltd,FLAGGED - EXISTING CUSTOMER
Havmor (Lotte),Linclimited,FLAGGED - EXISTING CUSTOMER
Thai Acrylic (India),Linclimited,FLAGGED - EXISTING CUSTOMER
Birla Cable,Linclimited,FLAGGED - EXISTING CUSTOMER
Uttam Galva (Sponge),P,FLAGGED - EXISTING CUSTOMER
TCI Freight,SPI Freight Limited,FLAGGED - EXISTING CUSTOMER
Bridgestone India,Bridgestone,FLAGGED - EXISTING CUSTOMER
Veer Ispat,P,FLAGGED - EXISTING CUSTOMER
Danone India,Danone India,FLAGGED - EXISTING CUSTOMER
Balco (Scrap),Balco,FLAGGED - EXISTING CUSTOMER
NKT Cables (India),Concept Cables,FLAGGED - EXISTING CUSTOMER
Desai Fruits,DE,FLAGGED - EXISTING CUSTOMER
Novozymes (India),MES,FLAGGED - EXISTING CUSTOMER
ACE Tractors,RS,FLAGGED - EXISTING CUSTOMER
Vinayak Industrial Gases,Linclimited,FLAGGED - EXISTING CUSTOMER
Tatva Chintan,Tatva Chintan Pharma Chem Limited,FLAGGED - EXISTING CUSTOMER
Universal Cryogenics,Universal,FLAGGED - EXISTING CUSTOMER
Vimax Crop Science,GSP Crop Science Pvt - ETE TMS,FLAGGED - EXISTING CUSTOMER
Thyssenkrupp Mining India,P,FLAGGED - EXISTING CUSTOMER
Rathi Steel (Ferro),Linclimited,FLAGGED - EXISTING CUSTOMER
Vectus Industries,Vectus Industries Ltd,FLAGGED - EXISTING CUSTOMER
MYK Laticrete,MYK Laticrete India Pvt Ltd,FLAGGED - EXISTING CUSTOMER
SM Ferrous,Shyam Ferro,FLAGGED - EXISTING CUSTOMER
Afzal Steels,Aarti Steels Private Limited,FLAGGED - EXISTING CUSTOMER
Kingfisher (UB Water),Ate India,FLAGGED - EXISTING CUSTOMER
Sims Metal (India),Linclimited,FLAGGED - EXISTING CUSTOMER
Chemours India,RS,FLAGGED - EXISTING CUSTOMER
Topline Wire Industries,P,FLAGGED - EXISTING CUSTOMER
Syska (Cables),Syska,FLAGGED - EXISTING CUSTOMER
WayCool,Linclimited,FLAGGED - EXISTING CUSTOMER
Spar India (Landmark),SPAR India,FLAGGED - EXISTING CUSTOMER
RRVUNL,Linclimited,FLAGGED - EXISTING CUSTOMER
TISCO Gases,Tisindia,FLAGGED - EXISTING CUSTOMER
Jayshree Tea,Jay Shree Tea & Industries Ltd,FLAGGED - EXISTING CUSTOMER
Kesar Logistics,Friends Logistics,FLAGGED - EXISTING CUSTOMER
Seed Processing Plants,P,FLAGGED - EXISTING CUSTOMER
Eaton Hydraulics India,Deccan hydraulics Pvt,FLAGGED - EXISTING CUSTOMER
Messer India,MES,FLAGGED - EXISTING CUSTOMER
IGL,igl.co.in,FLAGGED - EXISTING CUSTOMER
GSPC,SPIC Ltd,FLAGGED - EXISTING CUSTOMER
Punjab Tractors,P,FLAGGED - EXISTING CUSTOMER
Simple Energy,Siemens Energy,FLAGGED - EXISTING CUSTOMER
Saint-Gobain Grains,Saint-Gobain,FLAGGED - EXISTING CUSTOMER
L&T Heavy,L&T Technology Services,FLAGGED - EXISTING CUSTOMER
ICL India,Jindal Power Limited -vehicle Tracking & I,FLAGGED - EXISTING CUSTOMER
Usha Martin (Ferro),Usha martin,FLAGGED - EXISTING CUSTOMER
Champion Wire Industries,P,FLAGGED - EXISTING CUSTOMER
HIL Ltd (Birla),HIL LIMITED,FLAGGED - EXISTING CUSTOMER
Fratelli Wines,Ate India,FLAGGED - EXISTING CUSTOMER
Hengxing India (Seamless),Linclimited,FLAGGED - EXISTING CUSTOMER
Sethia Oils,Shah Foils Limited,FLAGGED - EXISTING CUSTOMER
Vadilal Gases,Linclimited,FLAGGED - EXISTING CUSTOMER
Cabot India,ABT Limited,FLAGGED - EXISTING CUSTOMER
Kamani Oils,Man Industries Ltd,FLAGGED - EXISTING CUSTOMER
Stena Recycling,Linclimited,FLAGGED - EXISTING CUSTOMER
Featherlite,Linclimited,FLAGGED - EXISTING CUSTOMER
NPK India,P,FLAGGED - EXISTING CUSTOMER
Lohia Auto,Linclimited,FLAGGED - EXISTING CUSTOMER
Manitowoc India (Grove),Man Industries Ltd,FLAGGED - EXISTING CUSTOMER
XCMG India Manufacturing,SSF Manufacturing India Pvt Ltd,FLAGGED - EXISTING CUSTOMER
Archean Chemical,Grand Chemicals,FLAGGED - EXISTING CUSTOMER
Brugg Cables,Linclimited,FLAGGED - EXISTING CUSTOMER
R.K. Marble,R A K CERAMICS INDIA PRIVATE - SAMALKOTA,FLAGGED - EXISTING CUSTOMER
Shree Cement,STAR CEMENT LIMITED,FLAGGED - EXISTING CUSTOMER
OnePlus India,OnePlus,FLAGGED - EXISTING CUSTOMER
Birla Corp,MANGALAM CEMENT LTD (Birla Uttam ),FLAGGED - EXISTING CUSTOMER
BPL Recycling,P,FLAGGED - EXISTING CUSTOMER
Nova Iron & Steel,GHAZIABAD IRON AND STEEL MART,FLAGGED - EXISTING CUSTOMER
Hindalco (Scrap),HINDALCO INDUSTRIES LTD,FLAGGED - EXISTING CUSTOMER
Triumph India,TRUMPF,FLAGGED - EXISTING CUSTOMER
Sarda Energy (Ferro),Sarda Energy and Minerals Limited,FLAGGED - EXISTING CUSTOMER
PSL Ltd (O&G),P,FLAGGED - EXISTING CUSTOMER
Mahyco,Mahyco,FLAGGED - EXISTING CUSTOMER
Amara Raja Oxygen,M/s. Amara Raja Batteries Ltd,FLAGGED - EXISTING CUSTOMER
WBPDCL,P,FLAGGED - EXISTING CUSTOMER
Japfa Comfeed,JAPFA LTD,FLAGGED - EXISTING CUSTOMER
Bhagyanagar Sponge,P,FLAGGED - EXISTING CUSTOMER
ITC Dairy,air,FLAGGED - EXISTING CUSTOMER
Captain Tractors,P,FLAGGED - EXISTING CUSTOMER
NALCO (Scrap),P,FLAGGED - EXISTING CUSTOMER
HMT Tractors,T.T. LIMITED,FLAGGED - EXISTING CUSTOMER
Gustav Wolf (India),Linclimited,FLAGGED - EXISTING CUSTOMER
Samarth Oils,Linclimited,FLAGGED - EXISTING CUSTOMER
Grover Zampa,P,FLAGGED - EXISTING CUSTOMER
Orion Engineered Carbons,Orion,FLAGGED - EXISTING CUSTOMER
PSPCL,P,FLAGGED - EXISTING CUSTOMER
E-Parisaraa,P,FLAGGED - EXISTING CUSTOMER
Viraj Profiles (Ferro),Fil,FLAGGED - EXISTING CUSTOMER
Force Motors (Tractors),Force Motors,FLAGGED - EXISTING CUSTOMER
Vedanta (Pig Iron),Vedanta,FLAGGED - EXISTING CUSTOMER
Zoomlion India,ZoomInfo,FLAGGED - EXISTING CUSTOMER
Rajashree Polyfil,Fil,FLAGGED - EXISTING CUSTOMER
John Deere Construction (India),John Deere,FLAGGED - EXISTING CUSTOMER
Baskin Robbins (India),Baskin Robbins,FLAGGED - EXISTING CUSTOMER
Triton Valves (Carbon),India Carbon Limited,FLAGGED - EXISTING CUSTOMER
MRF Paints,Surface Paints,FLAGGED - EXISTING CUSTOMER
Carbone Lorraine,rain,FLAGGED - EXISTING CUSTOMER
RINL (Scrap),P,FLAGGED - EXISTING CUSTOMER
ABB India (Solar),ABB India Limited,FLAGGED - EXISTING CUSTOMER
Navitas Solar,Linclimited,FLAGGED - EXISTING CUSTOMER
Precision Rubber,PRECISION WIRES INDIA LIMITED,FLAGGED - EXISTING CUSTOMER
BGIL (BOC),Linclimited,FLAGGED - EXISTING CUSTOMER
Escorts Kubota (Rail),Escorts Limited,FLAGGED - EXISTING CUSTOMER
Tagros Chemicals,Grand Chemicals,FLAGGED - EXISTING CUSTOMER
GAIL Gases,Linclimited,FLAGGED - EXISTING CUSTOMER
Chemtron Science Labs,Linclimited,FLAGGED - EXISTING CUSTOMER
BEML (Rubber Div),Linclimited,FLAGGED - EXISTING CUSTOMER
Kodak (SPPL),P,FLAGGED - EXISTING CUSTOMER
GSP Crop Science,GSP Crop Science Pvt - ETE TMS,FLAGGED - EXISTING CUSTOMER
Carbon & Chemicals,Grand Chemicals,FLAGGED - EXISTING CUSTOMER
Fevicol (Pidilite Dealers),Pidilite,FLAGGED - EXISTING CUSTOMER
Shree Cement (Fuel),Linclimited,FLAGGED - EXISTING CUSTOMER
AAK India (Aarhus),AAK,FLAGGED - EXISTING CUSTOMER
Nagpur Alloys,P,FLAGGED - EXISTING CUSTOMER
Delta Electronics,Ola Electric,FLAGGED - EXISTING CUSTOMER
FreshToHome,Freshtohome.com,FLAGGED - EXISTING CUSTOMER
Momentive (India),Momentive,FLAGGED - EXISTING CUSTOMER
Aries Agro,Parle Agro,FLAGGED - EXISTING CUSTOMER
CESC,CESC Limited,FLAGGED - EXISTING CUSTOMER
Laticrete India,MYK Laticrete India Pvt Ltd,FLAGGED - EXISTING CUSTOMER
Spencer's Retail,Spencer Retail,FLAGGED - EXISTING CUSTOMER
Mahindra Agri (Saboro),GRI,FLAGGED - EXISTING CUSTOMER
Textile Processors,P,FLAGGED - EXISTING CUSTOMER
Indian Wire Products,INOX Air Products,FLAGGED - EXISTING CUSTOMER
Yara India,Yara International,FLAGGED - EXISTING CUSTOMER
CP India (Charoen Pokphand),P,FLAGGED - EXISTING CUSTOMER
Raw Pressery,P,FLAGGED - EXISTING CUSTOMER
Jindal Stainless (Ferro),Jindal Stainless Jajpur- Coal tracking + Outbound,FLAGGED - EXISTING CUSTOMER
Revolt Motors,Revolt Motors,FLAGGED - EXISTING CUSTOMER
Mantra Organic,24 Mantra Organic,FLAGGED - EXISTING CUSTOMER
Goel Gas,Linclimited,FLAGGED - EXISTING CUSTOMER
Flipkart (MarQ),P,FLAGGED - EXISTING CUSTOMER
Willowood Chemicals,Willowood Chemical Pvt Ltd,FLAGGED - EXISTING CUSTOMER
Red Bull India,Linclimited,FLAGGED - EXISTING CUSTOMER
Indo Farm,Farm,FLAGGED - EXISTING CUSTOMER
Ajio (Reliance),jio,FLAGGED - EXISTING CUSTOMER
Amrut Distilleries,Keyaan Distilleries,FLAGGED - EXISTING CUSTOMER
Aditya Birla Gases,Aditya Birla,FLAGGED - EXISTING CUSTOMER
Impex Ferro Tech,Impex,FLAGGED - EXISTING CUSTOMER
JioMart (Reliance),jio,FLAGGED - EXISTING CUSTOMER
UPRVUNL,P,FLAGGED - EXISTING CUSTOMER
McLeod Russel,Linclimited,FLAGGED - EXISTING CUSTOMER
Pharma Companies,P,FLAGGED - EXISTING CUSTOMER
Pokarna Ltd,P,FLAGGED - EXISTING CUSTOMER
MSP Steel (Ferro),P,FLAGGED - EXISTING CUSTOMER
SMC Power,P,FLAGGED - EXISTING CUSTOMER
Aditya Birla Retail,Aditya Birla,FLAGGED - EXISTING CUSTOMER
Chhattisgarh Ispat,"TTI,",FLAGGED - EXISTING CUSTOMER
FLSmidth India,Linclimited,FLAGGED - EXISTING CUSTOMER
TRL Krosaki Refractories,Linclimited,FLAGGED - EXISTING CUSTOMER
Nuvoco Vistas (AAC),NUVOCO VISTAS,FLAGGED - EXISTING CUSTOMER
Premier Wire & Cable,Premier,FLAGGED - EXISTING CUSTOMER
Minerals Technologies,Mtar technologies,FLAGGED - EXISTING CUSTOMER
Gujarat Gas,Gujarat Gas,FLAGGED - EXISTING CUSTOMER
Jayant Agro Wire,Jayant Agro-Organics Limited,FLAGGED - EXISTING CUSTOMER
Western Coalfields,Central Coalfields Limited,FLAGGED - EXISTING CUSTOMER
Laxmi Rubber,Linclimited,FLAGGED - EXISTING CUSTOMER
Tata Metaliks (Ferro),Linclimited,FLAGGED - EXISTING CUSTOMER
Innovative Foods,NOV,FLAGGED - EXISTING CUSTOMER
APGENCO,P,FLAGGED - EXISTING CUSTOMER
Bajaj Hindusthan Sugar,Bajaj,FLAGGED - EXISTING CUSTOMER
Steelcase India,Linclimited,FLAGGED - EXISTING CUSTOMER
Klüber Lubrication,Klüber Lubrication München SE & Co. KG,FLAGGED - EXISTING CUSTOMER
Atlas Copco (Compressors),Atlas Copco India Ltd,FLAGGED - EXISTING CUSTOMER
Cosmo Ferrites,RITES,FLAGGED - EXISTING CUSTOMER
Mawana Sugars,Mawana Sugars Ltd,FLAGGED - EXISTING CUSTOMER
Dhampur Sugar Mills,Dhampur Sugar Mills Ltd,FLAGGED - EXISTING CUSTOMER
Kalpena Industries,P,FLAGGED - EXISTING CUSTOMER
Prism Johnson (Ready-Mix),Prism Johnson Limited - fretron TMS,FLAGGED - EXISTING CUSTOMER
Weber (Saint-Gobain),Saint-Gobain,FLAGGED - EXISTING CUSTOMER
