Company,Category,Segment,Sub_Segment,Account_Type,HQ,Key_Locations,Sales_Rs_Cr,Employees,Total_Logistics_Spend_Rs_Cr,Priority,tier0_score,tier0_tier
Kingfisher (UB Water),FMCG & Consumer,Beverages,Water,Penetration,Bangalore,Pan-India,200.0,300.0,8.0,,45,high_priority
L&T Heavy,Auto & Engineering,Power Industrial Equipment,,Expansion,,,3040.0,,0.0,,45,high_priority
Tiki Tar Industries,Energy & Fuel,Bitumen,PMB,Expansion,Mumbai,"Mumbai, Delhi, Bangalore, Hyderabad",800.0,600.0,30.0,,45,high_priority
Archean Chemical,Chemicals & Petrochemicals,Specialty Chemicals,Bromine,Penetration,Chennai,Rann of Kutch (GJ),1500.0,500.0,42.0,,45,high_priority
R.K. Marble,Building & Construction,Stone Aggregates,Marble,Expansion,Kishangarh,"Kishangarh (RJ), Ambaji (GJ)",1500.0,2000.0,40.0,,45,high_priority
BPL Recycling,Steel & Metals,Metal Scrap,E-Waste,Penetration,Mumbai,Mumbai,200.0,150.0,8.0,,45,high_priority
Nova Iron & Steel,Steel & Metals,Ferro Alloys,Multi,Penetration,Rourkela,Rourkela (OD),180.0,200.0,8.0,,45,high_priority
Hindalco (Scrap),Steel & Metals,Metal Scrap,Buyer,Penetration,Mumbai,"Renukoot (UP), Hirakud (OD)",1500.0,500.0,39.0,,45,high_priority
JTL Industries,Steel & Metals,Steel Wire Products,PC Strand,Penetration,Chandigarh,Baddi (HP),800.0,400.0,30.0,,45,high_priority
NLC India,Energy & Fuel,Coal Fuel,Mining/Power,Penetration,Chennai,"Neyveli (TN), Barsingsar (RJ)",12000.0,12000.0,45.0,,45,high_priority
Southern Ferro,Steel & Metals,Ferro Alloys,Silico Mn,Penetration,Hyderabad,Kurnool (AP),180.0,200.0,8.0,,45,high_priority
Birla Corp,Building & Construction,Ash Infrastructure,User,Penetration,Kolkata,"MP, Rajasthan, UP",,5000.0,31.0,,45,high_priority
OnePlus India,FMCG & Consumer,Consumer Durables,Electronics,Penetration,Hyderabad,Contract (Foxconn),5000.0,500.0,44.0,,45,high_priority
Shree Cement,Building & Construction,Ash Infrastructure,User,Penetration,Kolkata,"Beawar (RJ), Ras (RJ), Baloda (CG), Athagarh",,6000.0,44.0,,45,high_priority
Kiswire India,Steel & Metals,Steel Wire Products,Tire Cord,Penetration,,Chennai (TN),800.0,400.0,30.0,,45,high_priority
Sims Metal (India),Steel & Metals,Metal Scrap,Recycler,Penetration,Australia,"Mumbai, Chennai",1500.0,400.0,44.0,,45,high_priority
Afzal Steels,Steel & Metals,Ferro Alloys,Ferro Mn,Penetration,Nagpur,Nagpur (MH),150.0,180.0,7.0,,45,high_priority
Vectus Industries,Building & Construction,Pipes Fittings,PVC/Tanks,Penetration,Delhi,"Haridwar, Guwahati, Bhiwadi, Hyderabad",1000.0,2000.0,30.0,,45,high_priority
Rathi Steel (Ferro),Steel & Metals,Ferro Alloys,Multi,Penetration,Delhi,Ghaziabad (UP),200.0,250.0,8.0,,45,high_priority
Vimax Crop Science,Chemicals & Petrochemicals,Agrochemicals,Formulations,Penetration,Ahmedabad,Ahmedabad (GJ),200.0,200.0,8.0,,45,high_priority
Universal Cryogenics,Chemicals & Petrochemicals,Industrial Gases,Atmospheric,Penetration,Ahmedabad,"Rajasthan, Gujarat",150.0,150.0,7.0,,45,high_priority
HIL Ltd (Birla),Building & Construction,Blocks Bricks,AAC/Blocks,Expansion,Hyderabad,Pan-India,600.0,2500.0,30.0,,45,high_priority
IKEA India,E-commerce & Retail,Ecommerce Retail,Home Retail,Penetration,Hyderabad,"Hyderabad, Mumbai, Bangalore",2500.0,4000.0,8.0,,45,high_priority
Ultraviolette,Auto & Engineering,Two Wheelers Tractors,EV 2W,Penetration,Bangalore,Bangalore (KA),100.0,200.0,4.0,,45,high_priority
Spar India (Landmark),E-commerce & Retail,Ecommerce Retail,Hypermarket,Expansion,Bangalore,South + West,2500.0,4000.0,4.0,,45,high_priority
Vardhman Special,Steel & Metals,Steel Semi Finished,Auto,Penetration,Ludhiana,Ludhiana (PB),800.0,400.0,8.0,,45,high_priority
TISCO Gases,Chemicals & Petrochemicals,Industrial Gases,Captive,Penetration,Jamshedpur,"Jamshedpur, Kalinganagar",250.0,150.0,8.0,,45,high_priority
Wagh Bakri,Agriculture & Food,Tea Plantation,Tea,Expansion,Ahmedabad,"Ahmedabad, Gujarat",1800.0,1500.0,53.0,,45,high_priority
Aether Industries,Chemicals & Petrochemicals,Specialty Chemicals,Pharma Intermediates,Penetration,Surat,"Surat (GJ), Panoli (GJ)",700.0,500.0,26.0,,45,high_priority
Shin-Etsu (India),Chemicals & Petrochemicals,Adhesives Sealants,Silicone,Penetration,Mumbai,Gujarat,400.0,150.0,9.0,,45,high_priority
Seed Processing Plants,Agriculture & Food,Seeds Planting Material,Processing,Penetration,,"Hyderabad, Bangalore, Jalna",2000.0,3000.0,24.0,,45,high_priority
Desai Fruits,Agriculture & Food,Agri Produce Perishables,Fruits Export,Expansion,Mumbai,"Nashik (MH), Sangli (MH), Vashi",600.0,800.0,33.0,,45,high_priority
Dhanlaxmi Steel,Steel & Metals,Steel Semi Finished,Secondary,Penetration,Raipur,Bhilai (CG),700.0,350.0,7.0,,45,high_priority
Danone India,FMCG & Consumer,Dairy Products,Premium,Penetration,Gurugram,Sonepat (HR),800.0,300.0,10.0,,45,high_priority
Kesar Logistics,General,General Cargo,Multi,Expansion,Ahmedabad,Pan-India,800.0,1200.0,33.0,,45,high_priority
Topline Wire Industries,Steel & Metals,Steel Wire Products,Binding,Penetration,Raipur,Raipur (CG),200.0,250.0,10.0,,45,high_priority
Syska (Cables),Auto & Engineering,Wires Cables,Building,Penetration,Mumbai,"Nashik, Silvassa",600.0,500.0,23.0,,45,high_priority
Saint-Gobain Grains,Mining & Minerals,Industrial Minerals,Abrasives,Penetration,Chennai,"Bangalore, Chennai",600.0,500.0,23.0,,45,high_priority
Simple Energy,Auto & Engineering,Two Wheelers Tractors,EV 2W,Penetration,Bangalore,Hosur (TN),150.0,300.0,6.0,,45,high_priority
Punjab Tractors,Auto & Engineering,Two Wheelers Tractors,Tractors,Penetration,Mohali,Mohali (PB),150.0,250.0,6.0,,45,high_priority
Ducab India,Auto & Engineering,Wires Cables,Industrial,Penetration,UAE,Mumbai,600.0,250.0,23.0,,45,high_priority
Shakti TMT,Steel & Metals,Steel Structural,TMT,Penetration,Chandigarh,Dera Bassi (PB),1000.0,400.0,10.0,,45,high_priority
Dhanlaxmi Steel,Steel & Metals,Steel Structural,TMT,Penetration,Raipur,Bhilai (CG),1000.0,400.0,10.0,,45,high_priority
John Deere Construction (India),Auto & Engineering,Construction Mining Equipment,,Penetration,Pune,,500.0,350.0,0.0,MEDIUM,45,high_priority
Baskin Robbins (India),FMCG & Consumer,Dairy Products,Ice Cream,Penetration,Mumbai,"Pune (MH), Manesar (HR)",800.0,400.0,10.0,,45,high_priority
Sunward India,Auto & Engineering,Construction Mining Equipment,,Penetration,Pune,,180.0,120.0,0.0,LOW,45,high_priority
Pushpak Steel,Steel & Metals,Steel Semi Finished,Secondary,Penetration,Raipur,"Raipur (CG), Durg (CG)",1000.0,500.0,10.0,,45,high_priority
AAK India (Aarhus),FMCG & Consumer,Edible Oils,Specialty Fats,Penetration,Denmark,"Mumbai, Mangalore",1000.0,400.0,36.0,,45,high_priority
Mahindra Sanyo,Steel & Metals,Steel Semi Finished,Auto,Penetration,Mumbai,Khopoli (MH),1000.0,400.0,10.0,,45,high_priority
Sagar Soya,FMCG & Consumer,Edible Oils,Soy,Penetration,Dewas,"Dewas (MP), Indore",600.0,400.0,23.0,,45,high_priority
Nagpur Alloys,Steel & Metals,Ferro Alloys,Ferro Mn,Penetration,Nagpur,Butibori (MH),250.0,300.0,10.0,,45,high_priority
BigBasket (Tata),E-commerce & Retail,Ecommerce Retail,Grocery,Expansion,Bangalore,All metros + Tier 1,10000.0,25000.0,10.0,,45,high_priority
Yara India,Chemicals & Petrochemicals,Fertilizers,MNC,Penetration,Gurugram,Import/,5000.0,300.0,60.0,,45,high_priority
Indo Farm,Auto & Engineering,Two Wheelers Tractors,Tractors,Penetration,Baddi,Baddi (HP),250.0,350.0,7.0,,45,high_priority
Epsilon Carbon,Chemicals & Petrochemicals,Graphite Carbon,Specialty,Penetration,Bangalore,Bellary (KA),600.0,250.0,10.0,,45,high_priority
Kaveri Seeds,Agriculture & Food,Seeds Planting Material,Hybrid,Expansion,Secunderabad,"Secunderabad (TS), Bellary, Mysore",2800.0,1000.0,33.0,,45,high_priority
TVS Srichakra,Auto & Engineering,Tyres,2W,Expansion,Madurai,"Madurai, Mysore",3500.0,,35.0,,45,high_priority
Rajashree Polyfil,Mining & Minerals,Industrial Minerals,Silica,Penetration,Bhilwara,"Bhilwara (RJ), Silvassa",200.0,300.0,10.0,,45,high_priority
Vedanta (Pig Iron),Steel & Metals,Sponge Pig Iron,Pig Iron,Penetration,Delhi,Jharsuguda (OD),800.0,500.0,23.0,,45,high_priority
Carbon & Chemicals,Chemicals & Petrochemicals,Graphite Carbon,Producer,Penetration,Kochi,Cochin (KL),400.0,200.0,7.0,,45,high_priority
Fevicol (Pidilite Dealers),Chemicals & Petrochemicals,Adhesives Sealants,Distribution,Penetration,Mumbai,Pan-India,3000.0,500.0,35.0,,45,high_priority
Shree Cement (Fuel),Energy & Fuel,Coal Fuel,Cement,Penetration,Kolkata,"Rajasthan, UP, Bihar",5500.0,1200.0,36.0,,45,high_priority
RINL (Scrap),Steel & Metals,Metal Scrap,Buyer,Penetration,Vizag,Visakhapatnam (AP),1200.0,400.0,34.0,,45,high_priority
Carbone Lorraine,Chemicals & Petrochemicals,Graphite Carbon,Industrial,Penetration,,Mumbai,400.0,150.0,7.0,,45,high_priority
MRF Paints,Chemicals & Petrochemicals,Paints Coatings,Specialty,Penetration,Chennai,Chennai (TN),150.0,100.0,7.0,,45,high_priority
Triton Valves (Carbon),Chemicals & Petrochemicals,Graphite Carbon,Components,Penetration,Mysore,Mysore (KA),400.0,200.0,7.0,,45,high_priority
NALCO (Scrap),Steel & Metals,Metal Scrap,Buyer,Penetration,Bhubaneswar,Angul (OD),800.0,300.0,23.0,,45,high_priority
HMT Tractors,Auto & Engineering,Two Wheelers Tractors,Tractors,Penetration,Pinjore,Pinjore (HR),200.0,400.0,7.0,,45,high_priority
Gustav Wolf (India),Steel & Metals,Steel Wire Products,Wire Rope,Penetration,,Nashik (MH),600.0,350.0,23.0,,45,high_priority
Samarth Oils,FMCG & Consumer,Edible Oils,Specialty,Penetration,Ahmedabad,"Ahmedabad (GJ), Mumbai",600.0,400.0,23.0,,45,high_priority
Grover Zampa,FMCG & Consumer,Beverages,Wine,Penetration,Bangalore,"Nandi Hills (KA), Nashik (MH)",180.0,250.0,7.0,,45,high_priority
Orion Engineered Carbons,Chemicals & Petrochemicals,Graphite Carbon,Carbon Black,Penetration,,Mundra (GJ),1500.0,400.0,23.0,,45,high_priority
JSW Energy,Energy & Fuel,Coal Fuel,Power,Penetration,Mumbai,"Ratnagiri (MH), Vijayanagar (KA)",15000.0,3000.0,61.0,,45,high_priority
Captain Tractors,Auto & Engineering,Two Wheelers Tractors,Tractors,Penetration,Rajkot,Rajkot (GJ),400.0,500.0,10.0,,45,high_priority
E-Parisaraa,Steel & Metals,Metal Scrap,E-Waste,Penetration,Bangalore,Bangalore (KA),300.0,250.0,10.0,,45,high_priority
Force Motors (Tractors),Auto & Engineering,Two Wheelers Tractors,Tractors,Penetration,Pune,Pithampur (MP),500.0,400.0,10.0,,45,high_priority
Zoomlion India,Auto & Engineering,Construction Mining Equipment,,Penetration,Greater Noida,,350.0,250.0,0.0,MEDIUM,45,high_priority
Nova Steel,Steel & Metals,Steel Semi Finished,Secondary,Penetration,Bhubaneswar,Sambalpur (OD),1000.0,500.0,10.0,,45,high_priority
Udaan,E-commerce & Retail,Ecommerce Retail,B2B,Penetration,Bangalore,Pan-India,15000.0,6000.0,25.0,,45,high_priority
CP India (Charoen Pokphand),Agriculture & Food,Animal Feed,Poultry,Expansion,Bangkok,"Hyderabad, Coimbatore",2000.0,1200.0,33.0,,45,high_priority
OM Logistics,General,General Cargo,Multi,Expansion,Delhi,Pan-India,1500.0,2000.0,58.0,,45,high_priority
Spencer's Retail,E-commerce & Retail,Ecommerce Retail,Supermarket,Expansion,Kolkata,East + North,3000.0,8000.0,5.0,,45,high_priority
Textile Processors,Chemicals & Petrochemicals,Acids Solvents,Buyers,Penetration,,"Surat, Tirupur, Ludhiana",0.0,0.0,58.0,,45,high_priority
FreshToHome,Agriculture & Food,Agri Produce Perishables,D2C Seafood,Penetration,Kochi,"Mumbai, Bangalore, Delhi",800.0,2000.0,53.0,,45,high_priority
Indian Wire Products,Steel & Metals,Steel Wire Products,Multi,Penetration,Salem,Salem (TN),180.0,220.0,9.0,,45,high_priority
Raw Pressery,FMCG & Consumer,Beverages,Cold-Pressed,Penetration,Mumbai,Mumbai,150.0,250.0,9.0,,45,high_priority
Jindal Stainless (Ferro),Steel & Metals,Ferro Alloys,Ferro Chrome,Penetration,Delhi,Jajpur (OD),800.0,500.0,25.0,,45,high_priority
Revolt Motors,Auto & Engineering,Two Wheelers Tractors,EV 2W,Penetration,Gurugram,Manesar (HR),300.0,200.0,9.0,,45,high_priority
Mantra Organic,Agriculture & Food,Agri Produce Perishables,Organic Produce,Expansion,Hyderabad,"Hyderabad (TS), Bangalore, Delhi",400.0,600.0,25.0,,45,high_priority
Laticrete India,Chemicals & Petrochemicals,Adhesives Sealants,Construction,Penetration,,Chennai,400.0,200.0,9.0,,45,high_priority
Mahindra Agri (Saboro),Agriculture & Food,Agri Produce Perishables,Fruits/Vegetables,Expansion,Mumbai,"Nashik (MH), Hyderabad, Bangalore",400.0,600.0,25.0,,45,high_priority
Epigamia (Drums),FMCG & Consumer,Dairy Products,Premium,Penetration,Mumbai,Wagholi (MH),400.0,150.0,6.0,,45,high_priority
Aditya Birla Retail,E-commerce & Retail,Ecommerce Retail,Supermarket,Expansion,Mumbai,Pan-India,6000.0,10000.0,6.0,,45,high_priority
JioMart (Reliance),E-commerce & Retail,Ecommerce Retail,E-commerce,Penetration,Mumbai,Pan-India,25000.0,30000.0,25.0,,45,high_priority
UPRVUNL,Building & Construction,Ash Infrastructure,Generator,Penetration,Lucknow,"Anpara, Obra, Harduaganj, Parichha",,10000.0,33.0,,45,high_priority
McLeod Russel,Agriculture & Food,Tea Plantation,Tea,Expansion,Kolkata,"Assam, West Bengal",2500.0,80000.0,58.0,,45,high_priority
Kartar Agro,Auto & Engineering,Two Wheelers Tractors,Farm Equipment,Penetration,Bhadson,Bhadson (PB),200.0,300.0,7.0,,45,high_priority
CESC,Energy & Fuel,Coal Fuel,Power,Penetration,Kolkata,"Budge Budge (WB), Haldia",12000.0,4000.0,56.0,,45,high_priority
Pokarna Ltd,Building & Construction,Stone Aggregates,Granite,Expansion,Hyderabad,"Ongole (AP), Chimakurthy",1000.0,1500.0,32.0,,45,high_priority
Nuvoco Vistas (AAC),Building & Construction,Blocks Bricks,AAC,Expansion,Mumbai,"Jhajjar (HR), Mejia (WB), Sonadih (JH), Pali (RJ)",500.0,800.0,25.0,,45,high_priority
APGENCO,Building & Construction,Ash Infrastructure,Generator,Penetration,Hyderabad,"Vijayawada, Kothagudem, Ramagundam",,10000.0,33.0,,45,high_priority
Chhattisgarh Ispat,Steel & Metals,Ferro Alloys,Silico Mn,Penetration,Raipur,Raipur (CG),250.0,300.0,10.0,,45,high_priority
Momentive (India),Chemicals & Petrochemicals,Adhesives Sealants,Silicone,Penetration,,Bangalore,400.0,150.0,9.0,,45,high_priority
Impex Ferro Tech,Steel & Metals,Ferro Alloys,Ferro Chrome,Penetration,Vizag,Vizianagaram (AP),250.0,300.0,10.0,,45,high_priority
FLSmidth India,Auto & Engineering,Construction Mining Equipment,,Penetration,Chennai,,450.0,350.0,0.0,MEDIUM,45,high_priority
Wirtgen India,Auto & Engineering,Construction Mining Equipment,,Penetration,Pune,,600.0,400.0,0.0,MEDIUM,45,high_priority
Red Bull India,FMCG & Consumer,Beverages,Energy,Penetration,Mumbai,Imported,1200.0,300.0,24.0,,45,high_priority
Fiori India,Auto & Engineering,Construction Mining Equipment,,Penetration,Chennai,,400.0,300.0,0.0,MEDIUM,45,high_priority
Willowood Chemicals,Chemicals & Petrochemicals,Agrochemicals,Contract,Penetration,Mumbai,"Vapi (GJ), Dahej (GJ)",700.0,500.0,24.0,,45,high_priority
Flipkart (MarQ),FMCG & Consumer,Consumer Durables,Private Label,Penetration,Bangalore,Contract manufacturing,1200.0,500.0,24.0,,45,high_priority
Ammann India,Auto & Engineering,Construction Mining Equipment,,Penetration,Mehsana,,500.0,450.0,0.0,MEDIUM,45,high_priority
GSP Crop Science,Chemicals & Petrochemicals,Agrochemicals,Technicals,Penetration,Ahmedabad,"Vapi (GJ), Sarigam (GJ)",700.0,500.0,24.0,,45,high_priority
Viraj Profiles (Ferro),Steel & Metals,Ferro Alloys,Captive,Penetration,Mumbai,Tarapur (MH),250.0,150.0,10.0,,45,high_priority
Gulab Oils,FMCG & Consumer,Edible Oils,Mustard,Penetration,Jaipur,"Jaipur (RJ), Bharatpur",700.0,400.0,26.0,,45,high_priority
Varun Beverages,FMCG & Consumer,Beverages,,Penetration,,,,,0.0,,40,high_priority
Market Size (Rs Cr),Steel & Metals,Metal Scrap,,Penetration,,,,,0.0,,40,high_priority
GMDC,Energy & Fuel,Coal Fuel,Mining,Penetration,Ahmedabad,Gujarat,2500.0,2000.0,14.0,,40,high_priority
Recron (Reliance),Chemicals & Petrochemicals,Synthetic Fibres,Polyester Brand,Penetration,Mumbai,,0.0,0.0,0.0,,40,high_priority
Coslight India,Auto & Engineering,Auto Components Batteries,,Penetration,Gurgaon,,100.0,,0.0,,40,high_priority
Grasim (Liva),Chemicals & Petrochemicals,Synthetic Fibres,Viscose Brand,Penetration,Mumbai,,0.0,0.0,0.0,,40,high_priority
Pepperfry,E-commerce & Retail,Ecommerce Retail,Furniture,Penetration,Mumbai,Pan-India,1500.0,2000.0,5.0,,40,high_priority
Carrier India,FMCG & Consumer,Consumer Durables,,Penetration,,,,,0.0,,40,high_priority
IndiaMART,E-commerce & Retail,Ecommerce Retail,B2B,Penetration,Noida,"Delhi, Mumbai",3500.0,4500.0,3.0,,40,high_priority
Lifestyle (Dubai),E-commerce & Retail,Ecommerce Retail,Fashion Retail,Penetration,Bangalore,Pan-India,4000.0,8000.0,7.0,,40,high_priority
United Spirits,FMCG & Consumer,Beverages,,Penetration,,,,,0.0,,40,high_priority
FirstCry,E-commerce & Retail,Ecommerce Retail,Baby/Kids,Penetration,Pune,Pan-India,4500.0,5000.0,6.0,,40,high_priority
EQ Graphite,Chemicals & Petrochemicals,Graphite Carbon,Specialty,Penetration,Bangalore,Bangalore,200.0,100.0,3.0,,40,high_priority
Jumbotail,E-commerce & Retail,Ecommerce Retail,B2B Grocery,Penetration,Bangalore,South India,2500.0,1500.0,5.0,,40,high_priority
Urban Ladder,E-commerce & Retail,Ecommerce Retail,Furniture,Penetration,Bangalore,Metro cities,800.0,1200.0,3.0,,40,high_priority
Shree Balaji Oxygen,Chemicals & Petrochemicals,Industrial Gases,Medical,Penetration,Pune,Maharashtra,100.0,100.0,5.0,,40,high_priority
Central (Future),E-commerce & Retail,Ecommerce Retail,Fashion Retail,Penetration,Mumbai,Pan-India,3000.0,6000.0,6.0,,40,high_priority
ICAR Institutes,Agriculture & Food,Seeds Planting Material,Research,Penetration,Delhi,Pan-India,300.0,1500.0,5.0,,40,high_priority
Matheson (India Rep),Chemicals & Petrochemicals,Industrial Gases,Specialty,Penetration,Mumbai,,200.0,50.0,6.0,,40,high_priority
Neelkanth Gases,Chemicals & Petrochemicals,Industrial Gases,Medical,Penetration,Indore,"MP, Maharashtra",80.0,80.0,5.0,,40,high_priority
Moglix,E-commerce & Retail,Ecommerce Retail,B2B Industrial,Penetration,Noida,Pan-India,4000.0,2500.0,7.0,,40,high_priority
Hindalco (Captive),Building & Construction,Ash Infrastructure,Generator,Penetration,Mumbai,"Renukoot (UP), Hirakud (OD)",,4000.0,14.0,,40,high_priority
Aarti Gases,Chemicals & Petrochemicals,Industrial Gases,Atmospheric,Penetration,Vadodara,Gujarat,120.0,100.0,7.0,,40,high_priority
Jowat India,Chemicals & Petrochemicals,Adhesives Sealants,Industrial,Penetration,,Pune,200.0,100.0,6.0,,40,high_priority
Penna Cement (Ferro),Steel & Metals,Ferro Alloys,Captive,Penetration,Hyderabad,Tadipatri (AP),150.0,100.0,7.0,,40,high_priority
Vishal Mega Mart,E-commerce & Retail,Ecommerce Retail,Value Retail,Penetration,Kolkata,Pan-India,3500.0,12000.0,6.0,,40,high_priority
Super Industrial Gases,Chemicals & Petrochemicals,Industrial Gases,Atmospheric,Penetration,Jaipur,"Rajasthan, Gujarat",100.0,90.0,5.0,,40,high_priority
Licious,E-commerce & Retail,Ecommerce Retail,D2C Meat,Penetration,Bangalore,All metros,2000.0,5000.0,4.0,,40,high_priority
Jindal Mechno Bricks,Building & Construction,Blocks Bricks,Fly Ash,Penetration,Ludhiana,"Punjab, Haryana, UP",300.0,600.0,14.0,,40,high_priority
Country Delight,E-commerce & Retail,Ecommerce Retail,D2C Dairy,Penetration,Gurugram,North + West,1800.0,4000.0,4.0,,40,high_priority
HIL Ltd (Fly Ash Bricks),Building & Construction,Ash Infrastructure,User - Bricks,Penetration,Hyderabad,Pan-India,,2000.0,14.0,,40,high_priority
V-Mart,E-commerce & Retail,Ecommerce Retail,Value Fashion,Penetration,Gurugram,North + East,2500.0,8000.0,5.0,,40,high_priority
Mamaearth (Honasa),E-commerce & Retail,Ecommerce Retail,D2C FMCG,Penetration,Gurugram,"Delhi, Mumbai",2000.0,2000.0,4.0,,40,high_priority
Boat,E-commerce & Retail,Ecommerce Retail,D2C Electronics,Penetration,Delhi,"Delhi, Mumbai",4000.0,1500.0,5.0,,40,high_priority
Store One (1MG),E-commerce & Retail,Ecommerce Retail,Health Retail,Penetration,Gurugram,Pan-India,2000.0,3000.0,4.0,,40,high_priority
Domino's (Jubilant),FMCG & Consumer,Dairy Products,QSR,Penetration,Noida,Pan-India,0.0,0.0,14.0,,40,high_priority
Hinduja National Power,Building & Construction,Ash Infrastructure,Generator,Penetration,Mumbai,Visakhapatnam (AP),,1500.0,14.0,,40,high_priority
State Agri Universities,Agriculture & Food,Seeds Planting Material,Research,Penetration,,Pan-India,500.0,2000.0,8.0,,40,high_priority
Swiggy Instamart,E-commerce & Retail,Ecommerce Retail,Quick Commerce,Penetration,Bangalore,All metros,6000.0,12000.0,10.0,,40,high_priority
Market Size (Rs Cr),Chemicals & Petrochemicals,Graphite Carbon,,Penetration,,,,,0.0,,40,high_priority
Bridgestone India,Auto & Engineering,Auto Components Batteries,Tyres,Penetration,Pune,,4000.0,,0.0,HIGH,40,high_priority
Endurance Technologies,Auto & Engineering,Auto Components Batteries,Components,Penetration,Aurangabad,,10000.0,,0.0,HIGH,40,high_priority
Toshiba T&D India,Auto & Engineering,Power Industrial Equipment,,Penetration,Hyderabad,,4500.0,,0.0,,40,high_priority
GE Power India,Auto & Engineering,Power Industrial Equipment,,Penetration,Noida,,1120.0,,0.0,,40,high_priority
Bharat Bijlee,Auto & Engineering,Power Industrial Equipment,,Penetration,Mumbai,,1418.0,,0.0,,40,high_priority
Triveni Turbine,Auto & Engineering,Power Industrial Equipment,,Penetration,Bengaluru,,1261.0,,0.0,,40,high_priority
Monster Energy,FMCG & Consumer,Beverages,Energy,Penetration,Bangalore,Imported/Licensed,400.0,100.0,9.0,,40,high_priority
Greaves Electric Mobility,Auto & Engineering,Auto Components Batteries,EV,Penetration,Chennai,,2000.0,,0.0,MEDIUM,40,high_priority
Rane Group,Auto & Engineering,Auto Components Batteries,Components,Penetration,Chennai,,4500.0,,0.0,HIGH,40,high_priority
Valeo India,Auto & Engineering,Auto Components Batteries,Components,Penetration,Chennai,,3500.0,,0.0,HIGH,40,high_priority
PepsiCo India,FMCG & Consumer,Beverages,,Penetration,,,,,0.0,,40,high_priority
EuroChem India,Chemicals & Petrochemicals,Fertilizers,MNC,Penetration,Delhi,,600.0,80.0,9.0,,40,high_priority
Zepto,E-commerce & Retail,Ecommerce Retail,Quick Commerce,Penetration,Mumbai,All metros,5000.0,8000.0,9.0,,40,high_priority
ZF India,Auto & Engineering,Auto Components Batteries,Components,Penetration,Pune,,4500.0,,0.0,HIGH,40,high_priority
ReNew Power,Auto & Engineering,Power Industrial Equipment,,Penetration,Gurugram,,9800.0,,0.0,,40,high_priority
Flowserve India,Auto & Engineering,Power Industrial Equipment,,Penetration,Coimbatore,,0.8001,,0.0,,40,high_priority
Lonking India,Auto & Engineering,Construction Mining Equipment,,Penetration,Greater Noida,,150.0,100.0,0.0,LOW,40,high_priority
Exide Energy Solutions,Auto & Engineering,Auto Components Batteries,,Penetration,Bangalore,,500.0,,0.0,,40,high_priority
Mahindra Powerol,Auto & Engineering,Power Industrial Equipment,,Penetration,Mumbai,,2280.0,,0.0,,40,high_priority
TVS Srichakra,Auto & Engineering,Auto Components Batteries,,Penetration,Madurai,,3500.0,,0.0,,40,high_priority
Michelin India,Auto & Engineering,Auto Components Batteries,,Penetration,Chennai,,2500.0,,0.0,,40,high_priority
Gabriel India,Auto & Engineering,Auto Components Batteries,,Penetration,Pune,,3200.0,,0.0,,40,high_priority
Suprajit Engineering,Auto & Engineering,Auto Components Batteries,,Penetration,Bangalore,,3000.0,,0.0,,40,high_priority
Faurecia India,Auto & Engineering,Auto Components Batteries,Components,Penetration,Pune,,3500.0,,0.0,HIGH,40,high_priority
Aisin India,Auto & Engineering,Auto Components Batteries,Components,Penetration,Gurgaon,,2000.0,,0.0,MEDIUM,40,high_priority
Schaeffler India,Auto & Engineering,Auto Components Batteries,Bearings,Penetration,Pune,,8000.0,,0.0,HIGH,40,high_priority
Subway India,FMCG & Consumer,Dairy Products,QSR,Penetration,Mumbai,Pan-India,0.0,0.0,10.0,,40,high_priority
SKF India,Auto & Engineering,Auto Components Batteries,Bearings,Penetration,Pune,,5000.0,,0.0,HIGH,40,high_priority
PharmEasy,E-commerce & Retail,Ecommerce Retail,E-Pharma,Penetration,Mumbai,Pan-India,4000.0,5000.0,7.0,,40,high_priority
Denso India,Auto & Engineering,Auto Components Batteries,Components,Penetration,Gurgaon,,4000.0,,0.0,HIGH,40,high_priority
Continental India,Auto & Engineering,Auto Components Batteries,Components,Penetration,Gurgaon,,3000.0,,0.0,MEDIUM,40,high_priority
Sundaram Clayton,Auto & Engineering,Auto Components Batteries,Components,Penetration,Chennai,,3500.0,,0.0,MEDIUM,40,high_priority
Okaya Power,Auto & Engineering,Auto Components Batteries,Batteries,Penetration,New Delhi,,1500.0,,0.0,MEDIUM,40,high_priority
Sona BLW Comstar,Auto & Engineering,Auto Components Batteries,EV Components,Penetration,Gurgaon,,3500.0,,0.0,HIGH,40,high_priority
Ola Electric,Auto & Engineering,Auto Components Batteries,EV/Batteries,Penetration,Bangalore,,5000.0,,0.0,HIGH,40,high_priority
Decathlon India,E-commerce & Retail,Ecommerce Retail,Sports Retail,Penetration,Bangalore,Pan-India,5000.0,6000.0,10.0,,40,high_priority
Timken India,Auto & Engineering,Auto Components Batteries,Bearings,Penetration,Bangalore,,2500.0,,0.0,MEDIUM,40,high_priority
Tata AutoComp,Auto & Engineering,Auto Components Batteries,EV/Components,Penetration,Pune,,8000.0,,0.0,HIGH,40,high_priority
Minda Corporation,Auto & Engineering,Auto Components Batteries,,Penetration,Gurgaon,,5000.0,,0.0,,40,high_priority
Greaves Electric,Auto & Engineering,Auto Components Batteries,,Penetration,Chennai,,2000.0,,0.0,,40,high_priority
